,series_1,series_2,series_3
2018-02-01,-4.573127269681757,-16.904530961224726,-17.89905461600352
2018-02-02,-10.073775786940033,-15.003064615121508,-15.385111156724152
2018-02-03,-13.709520036518802,-8.842480196837485,-16.847348704730226
2018-02-04,-11.12032864096358,-19.867034109597185,-15.97484954936991
2018-02-05,-16.406210693495616,-13.77467176573181,-18.491302644969206
2018-02-06,-14.29696152555228,-14.308672930245375,-17.607482583536967
2018-02-07,-19.367206771116006,-21.076562806591433,-13.740470395582902
2018-02-08,-18.405316865639215,-17.82453181932822,-17.815231636416417
2018-02-09,-15.337323184964553,-14.421786038051968,-21.24780783153676
2018-02-10,-14.036991349368039,-19.559319843427378,-7.566638276741579
2018-02-11,-14.766953738855149,-18.066171063667124,-7.458769935182447
2018-02-12,-14.664435451894905,-17.86934282421236,-15.678730568892277
2018-02-13,-14.107460248464744,-17.544594625605374,-6.3499187255684895
2018-02-14,-15.370616020110377,-14.642538580873605,-8.635240956052895
2018-02-15,-12.41416724568172,-14.223113121952526,-3.456858646239412
2018-02-16,-10.294601297906649,-8.284009862432805,-0.8796979231590871
2018-02-17,-5.3956440835495805,-8.141349690669337,-0.2837711161076374
2018-02-18,-4.967130710556734,-2.6156438526686054,0.30074087921038695
2018-02-19,-7.304441666447767,-5.084215083817314,3.3101597222687453
2018-02-20,-0.8611403990684389,3.1774461052857847,5.122805875336351
2018-02-21,-0.14971854779554483,7.452960262455491,8.046773785013944
2018-02-22,1.4571071375575089,2.0490118699521416,13.428484846314328
2018-02-23,6.341403993902108,11.674559575461,13.41764150012281
2018-02-24,9.391279270943818,16.813756401640475,20.89771978603512
2018-02-25,11.300749301370512,12.26054745890911,25.98385645889812
2018-02-26,9.646710333083522,23.00186390820329,20.122683309125577
2018-02-27,12.646335910252,21.521589265237214,24.8120466279661
2018-02-28,15.726454630558585,20.185417880336225,27.151044150618446
2018-03-01,18.64062398941578,23.75023189283292,28.133515157741858
2018-03-02,36.99353011826923,52.93290398375356,59.44260814686168
2018-03-03,31.264349636392723,42.87291434222485,50.42533355600666
2018-03-04,22.775615248436363,35.24948077345547,37.62583616865319
2018-03-05,18.268865389891943,24.948266059664547,23.0440511836959
2018-03-06,22.876860434665886,28.24488657432949,30.493121784014104
2018-03-07,24.174428234224184,23.413853917218557,29.81334283570085
2018-03-08,21.099722235488812,26.669347926266294,22.58338601117469
2018-03-09,22.98162208673235,23.491234057363364,24.275962152369605
2018-03-10,21.02747349215214,22.81004624810836,25.13173934884419
2018-03-11,18.064789317493805,27.106832345098113,19.982666414875965
2018-03-12,19.069563479743948,24.955512502212283,22.799347893697757
2018-03-13,20.21435034877411,21.575509584710307,25.47886231761465
2018-03-14,15.418159223051026,14.415947786833247,11.323958564714868
2018-03-15,17.078032955012905,14.320070884003238,6.663590061423338
2018-03-16,6.496977459153233,16.286399087713647,10.510714867035201
2018-03-17,11.73519908354439,10.532950221370642,9.559725192723038
2018-03-18,8.147024238448635,14.224350185304733,3.4543717622774563
2018-03-19,5.22400814687527,5.866383823118931,7.321333626091465
2018-03-20,3.894441085746962,2.5703928436787185,-5.598149258339943
2018-03-21,-2.6096231859602153,-1.555168359668015,-0.22484943059772444
2018-03-22,-1.024114521074897,-2.8232630697806984,-7.259416722555207
2018-03-23,-1.870779695162418,-6.101534790617456,-0.4420870340839569
2018-03-24,-1.4832729945223235,-5.850293566502895,-1.1556303398370362
2018-03-25,-7.512829613296434,-7.197634248088836,-13.085790743377636
2018-03-26,-9.816680260330237,-14.168593192435349,-13.521379800551156
2018-03-27,-10.694243827279466,-17.368259505398292,-9.173847946135147
2018-03-28,-9.042760520593516,-20.172151195323348,-14.574193221828994
2018-03-29,-11.385254684730352,-14.295242087053431,-13.66743458524511
2018-03-30,-14.068933977682569,-19.743479900304507,-13.477317587351836
2018-03-31,-12.50946444723362,-23.217206192297994,-20.6110126029623
2018-04-01,-13.765146855970816,-15.783307749460713,-12.856873987202581
2018-04-02,-12.050537852229413,-9.300299380176941,-14.582240074611308
2018-04-03,-15.42784508815609,-16.06059849359876,-12.71495367151732
2018-04-04,-14.238824398278133,-12.644271638745238,-3.9754203050351355
2018-04-05,-13.720348236619941,-13.646924921468013,-12.575673951357357
2018-04-06,-15.081433096346208,-12.663532483631768,-2.8485216323750797
2018-04-07,-10.238844910594471,-7.8739524673708425,-4.9246631761097746
2018-04-08,-8.966732817590984,-9.425423696932276,-2.687392670820568
2018-04-09,-7.965636693232341,-5.544868425991785,3.7587594371043234
2018-04-10,-6.757546698656757,-2.9742742398644055,4.528048342282171
2018-04-11,-7.391307025170334,-3.3512437299351,7.953496205207534
2018-04-12,-3.3047740210715197,4.221494840862701,12.04522175758443
2018-04-13,-1.0641400265628085,3.489908239028667,9.6662002701006
2018-04-14,0.10062778264589078,4.519653249407558,11.118763471846355
2018-04-15,3.6263996578035274,11.08908972358688,11.756157861501578
2018-04-16,6.99227938131541,9.517830339414775,15.068785198638869
2018-04-17,12.270638851142342,14.860306955020246,31.644442095300846
2018-04-18,10.713624923298433,17.212688733682054,27.130697446884763
2018-04-19,12.867770631391474,22.763271809607513,18.99302021542367
2018-04-20,14.018133581738207,23.045390588329816,20.6374440078363
2018-04-21,11.805042675395326,23.42692618057005,28.811032845996372
2018-04-22,17.355122498743853,27.544178014700826,30.05875756428028
2018-04-23,18.872435381982626,30.5777870625351,30.767995175375006
2018-04-24,25.101204420091698,29.127783622340612,28.087519304803404
2018-04-25,20.333686772506017,28.20847008834523,28.669071015744002
2018-04-26,22.02193429946548,24.650940210120815,30.179978741877772
2018-04-27,21.68660699829645,25.43741737427719,28.716141930750055
2018-04-28,19.388465077059756,27.422974305312668,19.03158858600876
2018-04-29,24.174025827673116,25.90339166844295,25.537434030829985
2018-04-30,22.93590843892145,26.233670025701198,21.74641717771216
2018-05-01,22.35944740694646,25.72282486136228,24.03402315198666
2018-05-02,17.82045148982479,25.60915576084822,32.95400630360639
2018-05-03,21.621756095808887,22.01735342877947,20.797797506874307
2018-05-04,14.267950354194278,21.6465890525143,15.913803669958988
2018-05-05,16.967772308672952,18.13199944368467,18.267846902022146
2018-05-06,18.672844857785726,9.586239964939148,14.067883676455592
2018-05-07,9.982123439673249,10.114274032717498,11.248047197366386
2018-05-08,8.888697509908472,9.81497430331292,9.357152806519798
2018-05-09,8.220832601936563,3.862071571168783,12.34703555260316
2018-05-10,4.76786425839741,6.513614981250591,-2.5250890753735797
2018-05-11,0.3277235053315244,6.5404395408650835,1.1867991861970346
2018-05-12,1.6122769202490972,2.8833867073103585,-6.5973959297313485
2018-05-13,-2.97931236086814,-4.055715819811996,-3.089315054534786
2018-05-14,-1.7763800105937901,-1.428815751940835,-10.837655662625512
2018-05-15,-6.779790002434548,-7.809234072066531,-10.731262583910969
2018-05-16,-3.349397615063316,-11.415756239802924,-11.856111394815066
2018-05-17,-10.110535763029038,-14.164217776186579,-8.268224280954497
2018-05-18,-10.680659634959763,-14.88601627283165,-9.55135982090809
2018-05-19,-9.59927558457545,-16.525302247824445,-18.72218460401743
2018-05-20,-15.162163432655957,-15.91964484959444,-14.141548315784235
2018-05-21,-12.934940722587482,-16.71659775142682,-17.273625430600003
2018-05-22,-11.277268833863644,-17.63589551659744,-19.261006265312123
2018-05-23,-17.997789751209023,-16.435477712994402,-14.75523468112628
2018-05-24,-14.284316007810556,-13.933659612966984,-14.35674287439939
2018-05-25,-14.020396264020384,-14.116139571011368,-2.65840364723927
2018-05-26,-12.52882397000046,-20.63110231015944,-9.111222108710404
2018-05-27,-16.28752453001437,-22.70680355027242,-14.607562012903504
2018-05-28,-15.610188691278665,-10.663773138918282,-9.645298957415807
2018-05-29,-10.522462959432609,-15.928125007802379,-1.4584041169964173
2018-05-30,-9.702695159165772,-10.495026061603328,4.878071979105208
2018-05-31,-8.299841619126365,-11.195707248989892,-7.183117734199338
2018-06-01,-6.4138787001527025,-10.767665184718808,-5.931469396614043
2018-06-02,-6.820434365191754,-1.1384197692237101,11.222687945584209
2018-06-03,-2.8885704410442954,2.1285193804539424,7.927407269580845
2018-06-04,-0.715929637537165,0.7275050561131797,5.493727097772618
2018-06-05,-0.8086913606881742,-2.7221214596298777,13.446856151339158
2018-06-06,6.950138606188489,6.200756022383654,3.3748747996662214
2018-06-07,6.048581795772686,11.698349248965535,15.987913802498193
2018-06-08,4.514610216408736,8.522277700124668,19.366398354520243
2018-06-09,10.58813085498066,16.016168649227012,23.633797933310696
2018-06-10,8.967223245274202,17.65542754403788,17.718291339593172
2018-06-11,14.642209403189298,21.524646317530337,23.517541655126678
2018-06-12,17.129362916409303,21.93547690189259,20.745337156820668
2018-06-13,14.293653925492157,20.146489564204416,26.331878982817926
2018-06-14,19.50477357004712,28.084021750575374,22.431634444878064
2018-06-15,19.38377386727118,24.906383783158237,24.688567093995037
2018-06-16,21.135361726889386,25.97544251288532,22.39103848377942
2018-06-17,24.104100021315034,23.530022010637328,28.613808930618504
2018-06-18,19.75048805427449,25.04477266404995,28.841416814776192
2018-06-19,18.72315964888509,23.360843611881315,23.621170629478947
2018-06-20,18.251605667530157,24.90027677142696,23.517338472729534
2018-06-21,17.98024216857146,29.738870875227448,16.166212738321327
2018-06-22,18.919667877028136,18.94942546563143,19.010284423090017
2018-06-23,18.90901159951865,16.63276538043893,18.06107963205707
2018-06-24,17.60174796443152,24.325792611606566,26.530877902262393
2018-06-25,17.436253388098525,17.057597007723587,9.387013905515417
2018-06-26,14.059919302483966,13.347558432234203,17.180236152142037
2018-06-27,15.493366893645868,16.171177408857982,12.767634083374563
2018-06-28,9.791457408012771,8.464674676107888,7.29230203139014
2018-06-29,14.377864976251809,13.285554741220244,10.528543006035434
2018-06-30,27.62339340506405,32.94197094453558,34.35194335358631
2018-07-01,14.656072130945589,16.75978237593154,19.814229884883297
2018-07-02,4.469045209398519,12.425888672786254,3.5219540222400556
2018-07-03,0.706104869344896,-5.41111265428399,-1.7846443256988973
2018-07-04,-3.0418134557490486,-3.8779493881338607,-4.55008178980845
2018-07-05,-3.0738414528870655,-7.7857718788889745,-13.52047157710322
2018-07-06,-5.6322932968015165,-7.027058800071999,-18.16893653202303
2018-07-07,-8.749550807287726,-8.381375128467102,-15.32800302044008
2018-07-08,-12.227430122946142,-15.089270943813958,-19.095560816311313
2018-07-09,-15.297448193176741,-19.223811799986557,-17.233471542420272
2018-07-10,-14.296763838285175,-16.83473672933451,-12.805726166121032
2018-07-11,-12.552342568378208,-21.49379520599591,-20.113342968775644
2018-07-12,-14.920054158698763,-13.85894910825462,-18.633201600951928
2018-07-13,-18.873493094610975,-20.19458089381708,-18.102435689067015
2018-07-14,-16.131008770584256,-21.897394866340147,-14.483600791915254
2018-07-15,-15.827147232251466,-19.970383156453938,-26.231955377460693
2018-07-16,-18.581715902782086,-24.247974937100963,-18.59549576764249
2018-07-17,-15.903030597245152,-22.220346461486333,-13.997461978408598
2018-07-18,-15.51055763055464,-14.235490641474252,-8.451026998127224
2018-07-19,-17.357868469056005,-18.63020842750189,-13.515022882137812
2018-07-20,-12.899058254634278,-18.146219639227596,-17.14311684938419
2018-07-21,-11.140139458043272,-11.203139753712772,-4.882479443777327
2018-07-22,-8.4645020782042,-6.987893056500285,-7.678640064658254
2018-07-23,-6.856119612943036,-6.111953271112617,-7.533728672211486
2018-07-24,-10.518648999273385,-2.7441815285262745,-2.776038469929514
2018-07-25,-7.583720513363689,-5.68510510475164,1.5071139126212176
2018-07-26,-2.2645348110929104,-5.1244486295175955,2.2891094677350616
2018-07-27,-0.16571815339939922,6.823053683943547,-1.780723113012142
2018-07-28,1.970784044701015,3.7310294543855624,13.222307117415674
2018-07-29,11.665494179721527,6.591132120075026,17.01977464461792
2018-07-30,6.334200256630937,14.144875106555164,16.585083761653575
2018-07-31,9.655853217299201,14.110748962261553,11.204135124442963
2018-08-01,11.192434904967357,16.04362206725218,16.740836446619305
2018-08-02,12.331733460534824,23.535093027636805,19.01570921603666
2018-08-03,11.81098957719001,16.422437064394998,22.713223448287863
2018-08-04,15.758559564447525,22.99679023367038,23.94234423721355
2018-08-05,13.577463605016515,21.51120977739189,18.84380992908601
2018-08-06,15.889519201145355,23.177155509282905,22.538539096747115
2018-08-07,16.18149267568934,27.878970344791085,24.119516981668056
2018-08-08,18.090567350568698,24.971873102109242,27.95501489576911
2018-08-09,23.55406681129579,25.09226463558546,24.291604194380785
2018-08-10,14.092965609890324,26.494673295563004,23.765264997956766
2018-08-11,19.773522488645238,21.25320991579087,19.69757968912638
2018-08-12,14.085740412082885,18.774905190648578,23.733439784362105
2018-08-13,16.022633678186075,16.85101213579673,17.92090143426092
2018-08-14,18.68318316061198,12.33788461312708,10.757964834283364
2018-08-15,15.179037158844674,23.45290997062566,18.002588884083952
2018-08-16,11.185745124345999,11.235066587941986,12.803105580614968
2018-08-17,10.453673400929109,11.8074058104829,5.6573778166857
2018-08-18,11.927088199914156,9.184056131858323,2.9785454055639295
2018-08-19,6.793055208393164,8.481732198148329,3.6030282035740786
2018-08-20,6.968522454088993,7.431728581122543,1.6724397480443596
2018-08-21,4.474890787077836,4.8190631881507,-2.0467620061105865
2018-08-22,0.7023916615893668,-2.6351230602996294,-4.142813150724232
2018-08-23,4.973445282467797,-4.064108344920273,-0.850380020049565
2018-08-24,-0.7093435780512274,-5.328687731696149,-5.834212558410371
2018-08-25,-9.02766127383276,-9.680321660395132,-11.72403461133138
2018-08-26,-6.000015380605219,-6.155810912716454,-10.627692855792134
2018-08-27,-9.970378504897102,-12.111918130276136,-20.694193877673428
2018-08-28,-8.334343429393067,-13.451702592805034,-16.30433591364643
2018-08-29,-13.886319576620402,-15.588042125430919,-11.722978145901104
2018-08-30,-13.865896203745903,-15.56955714931758,-21.253119438560446
2018-08-31,-13.780699756476736,-20.167243160000265,-24.644672002508475
2018-09-01,-14.07975749969201,-26.053805960377197,-24.27419932749246
2018-09-02,-19.805492615988534,-21.265624895941297,-26.24972292127172
2018-09-03,-18.448011364145,-25.122548918480977,-24.795779951106983
2018-09-04,-19.1828564632609,-24.812929188084574,-22.569956071805482
2018-09-05,-19.745672627292873,-20.920047832618856,-26.140997570237893
2018-09-06,-13.965707745452562,-18.20888481099082,-19.079049010086486
2018-09-07,-16.769815017398717,-21.30400274066721,-13.986864475550263
2018-09-08,-20.04018289893751,-19.158518492247953,-20.01812260043558
2018-09-09,-14.046498483922857,-13.087373387164007,-7.929841704095469
2018-09-10,-10.099874120600942,-16.130539862771695,-10.149141792939815
2018-09-11,-11.325876190209552,-6.355975785573849,-5.73381719196032
2018-09-12,-15.800688686675795,-10.844161813717252,-10.529366119437391
2018-09-13,-11.661040407366189,-16.12100721145494,-1.658599846688885
2018-09-14,-5.6786835649854375,-5.287494179614001,-7.386722333589658
2018-09-15,-8.35924138697938,-3.8677334228121745,3.593072871959993
2018-09-16,-3.569663762443515,1.8549371239826855,3.1004802569944543
2018-09-17,-0.6518951225678762,2.564102290445973,7.241261612584332
2018-09-18,-2.5100322270124233,2.612778248282367,2.316861677596025
2018-09-19,1.7106266269845742,1.6967817310884792,5.832201954621697
2018-09-20,-3.6960258153069647,7.658858946567359,14.37297184449309
2018-09-21,3.63310847321192,7.995235280212363,9.768802854760981
2018-09-22,7.447244713675792,11.195341774403117,17.586792325379605
2018-09-23,6.9425237449580965,17.192731370868984,11.307095177742877
2018-09-24,15.507518404169105,22.677145745879756,22.084679781456135
2018-09-25,9.756959143457859,20.054805542747218,14.184539902622607
2018-09-26,13.459275683693187,16.093411795305403,22.56522300422763
2018-09-27,15.950222575177047,22.61839448132871,23.306964063392577
2018-09-28,19.97910591430662,25.869195429370915,17.740816604097745
2018-09-29,13.757472659478239,20.237348474243916,23.048939111117626
2018-09-30,20.373597705998776,21.910231366782067,21.167626047240073
2018-10-01,17.754760899659434,22.158530822787423,16.925472511663475
2018-10-02,15.255610526865881,18.89783950197395,13.812349105873196
2018-10-03,18.336585976990406,22.815111572962383,8.332502659034633
2018-10-04,17.070687979898224,19.03006362122486,16.716767038414098
2018-10-05,14.269809394068888,19.361324847170646,6.600905734621695
2018-10-06,14.769717261305896,13.206110521923929,11.754051742476403
2018-10-07,12.347281096701336,12.728527504799086,7.997083781132554
2018-10-08,12.02725719397356,14.43968110680884,9.747907672217297
2018-10-09,11.656484330742146,8.361299209895199,3.0466390714174434
2018-10-10,12.046546544627603,12.93870088501378,0.41791764877012794
2018-10-11,3.2578154749167174,3.1170112697038155,2.497900924588894
2018-10-12,9.356824133336591,2.536113532580303,-1.7577759749892576
2018-10-13,-2.653387934552823,2.21569051850388,-4.323435645133073
2018-10-14,-0.4416108540590596,-8.471547660334274,-6.056281407444521
2018-10-15,-0.7939785715499468,-12.29584807697547,-17.098201503394918
2018-10-16,-3.655187862877491,-14.065561257363063,-9.212655315800202
2018-10-17,-7.904442454636645,-7.011336211487691,-11.790770220437404
2018-10-18,-8.855022025102372,-15.458368440616985,-20.66349041760398
2018-10-19,-11.385096564775163,-6.91926056163279,-18.777734968879464
2018-10-20,-13.306782067348255,-19.41009262788403,-19.117139748074507
2018-10-21,-11.305887764802405,-18.43279451455999,-20.49303355069572
2018-10-22,-13.820871626399066,-15.08667624616945,-19.09636285513111
2018-10-23,-17.484554659056368,-14.490693923132628,-14.620665301706364
2018-10-24,-14.450398649134492,-14.976104834882582,-16.201931129113543
2018-10-25,-16.516767609943013,-18.251803108606047,-26.49188236849995
2018-10-26,-15.63713334996821,-18.903813480871854,-17.38106229980765
2018-10-27,-16.185018632093183,-20.07357371843766,-13.376622665384561
2018-10-28,-19.605183937308198,-18.79234457539184,-16.371235395240483
2018-10-29,-18.52106542800404,-22.408432309015662,-11.809413477664418
2018-10-30,-14.622201205602268,-22.062588688566738,-6.02511979591765
2018-10-31,-14.031316686944729,-17.695296051991555,-8.47667563022468
2018-11-01,-14.427651382938194,-16.445625950276288,-9.782465456825694
2018-11-02,-12.709708910570006,-15.357011737576054,-3.941358250096612
2018-11-03,-8.266991741418048,-9.099127848520814,-5.499886568756157
2018-11-04,-11.140941725478683,-5.739155783459596,-3.4893319277786454
2018-11-05,-6.423342691183775,-6.136545601140659,-2.543901470529138
2018-11-06,-6.258647838030626,1.3993135067990825,8.652102668460921
2018-11-07,-4.182560427075801,-4.913816891333054,0.6651344209145056
2018-11-08,1.2659702006067683,1.1917614222602366,13.778491726566825
2018-11-09,2.799768997681867,2.171210082985777,11.689266785641532
2018-11-10,4.983751005666008,0.9129893040787822,5.593234086880265
2018-11-11,8.392203885863962,9.790156337234489,15.774254447123747
2018-11-12,7.31035559207507,12.186670895683505,6.779810718353039
2018-11-13,10.986607568556323,20.270920181347552,20.89104618583137
2018-11-14,10.413568248939175,19.360245660578183,23.699227847595477
2018-11-15,13.756151720514914,15.510646265168063,18.42926111551762
2018-11-16,14.202361547823688,27.285291997637874,22.755328499017207
2018-11-17,16.15843904666329,26.479848380220783,31.82495201370194
2018-11-18,18.58017924004302,25.350775020773963,21.2333939806973
2018-11-19,15.972192892189577,23.30704686700338,18.930807029619583
2018-11-20,23.98175315328399,21.19947250638587,30.311819517749008
2018-11-21,16.631524407242683,23.407176781173938,32.080178343100314
2018-11-22,16.28554980260958,28.368549527259553,22.492336080602215
2018-11-23,22.182400363116397,30.66498648947922,26.062554504083856
2018-11-24,20.919392802745996,28.630341824275483,26.29167902762111
2018-11-25,19.902715085536634,20.308296069250066,15.296056271647572
2018-11-26,19.074646944208187,16.64503427084853,14.709869108333892
2018-11-27,16.382606559556596,19.41326916603114,20.572609824680764
2018-11-28,12.852615771496502,10.706780233495687,20.524703573873147
2018-11-29,13.834438743566055,15.981609580587557,13.14722241413527
2018-11-30,10.265892684547856,11.986061772800296,4.191345209409314
2018-12-01,12.656854525412673,8.385916064108713,14.866686997349113
2018-12-02,7.8775101909647605,1.7921957784714335,0.8829513744449433
2018-12-03,4.129703134812503,6.661349459014556,-0.6789393215958193
2018-12-04,3.3299324659194567,0.2618987845886309,0.014900906060409724
2018-12-05,3.0887347953715736,-4.671459455691593,3.2497808222572475
2018-12-06,-1.5175092810351176,-13.36485357103086,-2.1760369397925485
2018-12-07,-4.260941044776657,-5.706770707920143,-6.256235581476626
2018-12-08,-3.5538509385559376,-1.6425429115811498,-7.912601034114044
2018-12-09,-5.47461743228966,-4.251518778170774,-11.515391708637765
2018-12-10,-9.20395816197064,-13.867016288187857,-10.572620511288566
2018-12-11,-10.765993117407373,-16.178792593944745,-26.00453121034398
2018-12-12,-10.439702208754408,-13.861437567532995,-16.5849756516167
2018-12-13,-16.04081743494179,-20.392529038100676,-14.69645421974901
2018-12-14,-17.005373753216414,-16.66273159312205,-21.44138252333569
2018-12-15,-16.06661655758127,-15.623442592619647,-14.303454894720197
2018-12-16,-15.353254151419286,-14.267587904914189,-16.71836781095999
2018-12-17,-14.332282308982688,-19.03820297776435,-6.978732339570174
2018-12-18,-11.393998334740527,-19.059680382751438,-6.884359053786299
2018-12-19,-12.796341696928687,-20.820008998565566,-15.144759250244832
2018-12-20,-14.97632230268005,-19.6359643070652,-12.182337879890227
2018-12-21,-13.904250538660357,-16.152083938273822,-10.074792938928082
2018-12-22,-15.502545226983745,-12.398885939150292,-9.86010037686261
2018-12-23,-11.764703975495896,-8.547708834300858,-4.659381355395905
2018-12-24,-11.065238985647934,-12.685575950034345,-6.765880597595501
2018-12-25,-7.8772872792178585,-2.0096866683870696,-6.021266603190458
2018-12-26,-9.098582775413009,-5.938379532241603,4.78807205809712
2018-12-27,-3.6692188806156665,-2.3876749862195803,7.48777784256039
2018-12-28,1.0197092552304037,-2.2918628014224898,3.4532558880469932
2018-12-29,-1.1265773273071518,-5.610763686585503,14.129838162056137
2018-12-30,2.4071943123820296,9.331937083855298,9.595895625282028
2018-12-31,5.394217315078359,11.62786458739816,16.326587226880818
2019-01-01,24.76879767646279,36.67736449095839,53.45216310940083
2019-01-02,21.106823211845505,30.89427689744903,39.726523482752235
2019-01-03,15.189197982313773,25.354560204700693,32.151887889433986
2019-01-04,12.456445891622717,13.60872612852219,21.46998467654532
2019-01-05,12.089125306733507,19.60487790115285,24.652837410780638
2019-01-06,15.958607826965792,26.447045820230407,26.01882822534982
2019-01-07,18.804380586867676,20.60645720180591,24.586957599800918
2019-01-08,22.720755062811243,27.747586688349713,28.127933703831047
2019-01-09,22.611898009381616,22.783059349433834,22.14602565496249
2019-01-10,26.721648949098107,30.33784586713435,27.39425983235682
2019-01-11,19.71166690289011,28.97218209605299,28.289294452546965
2019-01-12,24.502389871295026,23.279057255080893,28.031874201489657
2019-01-13,22.871063509181116,33.41210863241528,27.407111323551696
2019-01-14,28.12173633831309,25.86364365842222,27.28142864459146
2019-01-15,19.83738729039297,24.75901094527567,28.611628070934117
2019-01-16,19.165248628147694,27.38857137866454,28.995021893729888
2019-01-17,18.9700198628023,29.502613110847285,19.964837402464685
2019-01-18,13.845409734888028,19.756640365823422,15.370691474148957
2019-01-19,16.817096259090967,21.84765907853814,14.02670768005058
2019-01-20,14.715427628682399,21.082036694531837,14.434505989155593
2019-01-21,15.489206872527014,19.75518655761414,12.726228620584738
2019-01-22,14.19920875333784,15.364429928864634,8.288750901186596
2019-01-23,16.379824165020565,10.762439513743724,3.2954002007042353
2019-01-24,11.888921478066921,6.398807751438989,4.885525163184604
2019-01-25,5.718337902001374,7.158398535244404,5.549699327824593
2019-01-26,2.7420858892806024,0.15574371127093833,5.218190507434564
2019-01-27,4.359186945267815,-9.400462077289188,-2.5614496232370914
2019-01-28,-2.5903385135047254,0.7082899359334462,-3.929922990335221
2019-01-29,3.863263430095012,0.08526595193839492,-8.302097398423221
2019-01-30,0.18607504489558746,-14.443264348333152,-5.641945762705616
2019-01-31,-6.057955294689645,-11.369478680929191,-11.04189449601489
2019-02-01,-11.070184395897455,-7.017080793208759,-5.324109969789039
2019-02-02,-4.278478301153287,-3.117759096649073,-17.684915534777602
2019-02-03,-9.529150223567434,-12.073288560621044,-11.36659951452285
2019-02-04,-6.943608588377835,-15.868165759782709,-8.459314451415493
2019-02-05,-15.445741976308597,-14.451202213944434,-9.028177334792947
2019-02-06,-13.348318784191786,-8.865162782201885,3.519542905883158
2019-02-07,-12.05036112977004,-16.523096002289954,-7.287404985470889
2019-02-08,-12.017064439367681,-16.767355809895903,-12.982306727183158
2019-02-09,-13.185191646911631,-14.89898563903236,-7.339229092534284
2019-02-10,-9.827209329143272,-15.705381349458396,-14.089106605192987
2019-02-11,-13.72971819756814,-10.31723203351621,-4.0635341824813835
2019-02-12,-10.271107353197323,-3.0095311151213764,-5.797959609846234
2019-02-13,-8.382434909031462,-6.126128374919093,4.933554705731451
2019-02-14,-5.918354211637363,-6.237682868856967,0.06841110559229957
2019-02-15,-3.794426282825061,-4.093362988158651,4.65702207793676
2019-02-16,-7.054280637005604,-6.4854910047304895,4.670837030662117
2019-02-17,-6.271104800827519,5.495945670074766,18.99468147336411
2019-02-18,3.4518884772275973,4.538064079961118,11.512559731807244
2019-02-19,2.983969684368562,6.933983186647155,24.792561283182433
2019-02-20,2.2021768403513735,22.705882258392393,22.383844104858447
2019-02-21,10.72671398941289,14.396673298840511,23.276164335734627
2019-02-22,8.99839134325401,13.108261998955859,25.13015650970062
2019-02-23,14.103716520507346,17.018649013870885,27.516911403370393
2019-02-24,13.16281435773937,25.61577743003894,18.09493856386087
2019-02-25,20.67666426699153,23.991386063380165,28.12834706180274
2019-02-26,21.7394131350487,20.167479701646748,35.33317347923974
2019-02-27,17.96269176968086,31.205317313284095,32.262383047103164
2019-02-28,22.90842075230338,26.747668320638443,26.60638854926055
2019-03-01,23.387127237635966,37.976650892198506,34.12386650215436
2019-03-02,26.55090196469663,36.00566329049496,43.35828317605918
2019-03-03,21.020898323275034,30.86784614185246,41.26326361799748
2019-03-04,26.275817438356086,38.024769028486496,34.603578057002736
